probability	multiplicity	num_to_draw	deck_size
     0.356	(1, 1, 3, 4, 4)	        14	        22
     0.458	(1, 1, 3, 4, 4)	        15	        22
     0.536	(1, 1, 3, 4, 4)	        16	        22
     0.554	(1, 1, 3, 4, 4)	        17	        22
     0.002	(1, 1, 3, 4, 4)	         5	        23
     0.002	(1, 1, 3, 4, 4)	         6	        23
     0.012	(1, 1, 3, 4, 4)	         7	        23
     0.038	(1, 1, 3, 4, 4)	         8	        23
     0.074	(1, 1, 3, 4, 4)	         9	        23
     0.118	(1, 1, 3, 4, 4)	        10	        23
     0.142	(1, 1, 3, 4, 4)	        11	        23
     0.172	(1, 1, 3, 4, 4)	        12	        23
     0.272	(1, 1, 3, 4, 4)	        13	        23
      0.25	(1, 1, 3, 4, 4)	        14	        23
     0.378	(1, 1, 3, 4, 4)	        15	        23
     0.454	(1, 1, 3, 4, 4)	        16	        23
     0.548	(1, 1, 3, 4, 4)	        17	        23
     0.002	(1, 1, 3, 4, 4)	         5	        24
     0.004	(1, 1, 3, 4, 4)	         6	        24
     0.018	(1, 1, 3, 4, 4)	         7	        24
      0.02	(1, 1, 3, 4, 4)	         8	        24
     0.056	(1, 1, 3, 4, 4)	         9	        24
     0.056	(1, 1, 3, 4, 4)	        10	        24
     0.136	(1, 1, 3, 4, 4)	        11	        24
      0.18	(1, 1, 3, 4, 4)	        12	        24
     0.208	(1, 1, 3, 4, 4)	        13	        24
      0.32	(1, 1, 3, 4, 4)	        14	        24
     0.372	(1, 1, 3, 4, 4)	        15	        24
     0.432	(1, 1, 3, 4, 4)	        16	        24
     0.476	(1, 1, 3, 4, 4)	        17	        24
       0.0	(1, 1, 3, 4, 4)	         5	        25
     0.004	(1, 1, 3, 4, 4)	         6	        25
     0.012	(1, 1, 3, 4, 4)	         7	        25
      0.03	(1, 1, 3, 4, 4)	         8	        25
     0.046	(1, 1, 3, 4, 4)	         9	        25
     0.086	(1, 1, 3, 4, 4)	        10	        25
     0.122	(1, 1, 3, 4, 4)	        11	        25
     0.152	(1, 1, 3, 4, 4)	        12	        25
     0.202	(1, 1, 3, 4, 4)	        13	        25
     0.242	(1, 1, 3, 4, 4)	        14	        25
     0.298	(1, 1, 3, 4, 4)	        15	        25
     0.378	(1, 1, 3, 4, 4)	        16	        25
     0.456	(1, 1, 3, 4, 4)	        17	        25
     0.002	(1, 1, 3, 4, 4)	         5	        26
     0.006	(1, 1, 3, 4, 4)	         6	        26
     0.012	(1, 1, 3, 4, 4)	         7	        26
     0.014	(1, 1, 3, 4, 4)	         8	        26
     0.038	(1, 1, 3, 4, 4)	         9	        26
     0.058	(1, 1, 3, 4, 4)	        10	        26
     0.098	(1, 1, 3, 4, 4)	        11	        26
      0.14	(1, 1, 3, 4, 4)	        12	        26
     0.174	(1, 1, 3, 4, 4)	        13	        26
     0.212	(1, 1, 3, 4, 4)	        14	        26
     0.252	(1, 1, 3, 4, 4)	        15	        26
     0.324	(1, 1, 3, 4, 4)	        16	        26
     0.384	(1, 1, 3, 4, 4)	        17	        26
       0.0	(1, 1, 3, 4, 4)	         5	        27
     0.008	(1, 1, 3, 4, 4)	         6	        27
      0.01	(1, 1, 3, 4, 4)	         7	        27
     0.014	(1, 1, 3, 4, 4)	         8	        27
      0.02	(1, 1, 3, 4, 4)	         9	        27
     0.042	(1, 1, 3, 4, 4)	        10	        27
     0.066	(1, 1, 3, 4, 4)	        11	        27
     0.086	(1, 1, 3, 4, 4)	        12	        27
     0.184	(1, 1, 3, 4, 4)	        13	        27
     0.192	(1, 1, 3, 4, 4)	        14	        27
      0.25	(1, 1, 3, 4, 4)	        15	        27
     0.278	(1, 1, 3, 4, 4)	        16	        27
     0.362	(1, 1, 3, 4, 4)	        17	        27
       0.0	(1, 1, 3, 4, 4)	         5	        28
     0.004	(1, 1, 3, 4, 4)	         6	        28
     0.006	(1, 1, 3, 4, 4)	         7	        28
     0.004	(1, 1, 3, 4, 4)	         8	        28
     0.034	(1, 1, 3, 4, 4)	         9	        28
     0.044	(1, 1, 3, 4, 4)	        10	        28
     0.074	(1, 1, 3, 4, 4)	        11	        28
     0.106	(1, 1, 3, 4, 4)	        12	        28
      0.13	(1, 1, 3, 4, 4)	        13	        28
     0.174	(1, 1, 3, 4, 4)	        14	        28
     0.218	(1, 1, 3, 4, 4)	        15	        28
     0.266	(1, 1, 3, 4, 4)	        16	        28
     0.336	(1, 1, 3, 4, 4)	        17	        28
       0.0	(1, 1, 3, 4, 4)	         5	        29
       0.0	(1, 1, 3, 4, 4)	         6	        29
     0.008	(1, 1, 3, 4, 4)	         7	        29
     0.018	(1, 1, 3, 4, 4)	         8	        29
     0.024	(1, 1, 3, 4, 4)	         9	        29
      0.05	(1, 1, 3, 4, 4)	        10	        29
     0.072	(1, 1, 3, 4, 4)	        11	        29
     0.102	(1, 1, 3, 4, 4)	        12	        29
     0.114	(1, 1, 3, 4, 4)	        13	        29
     0.142	(1, 1, 3, 4, 4)	        14	        29
     0.216	(1, 1, 3, 4, 4)	        15	        29
     0.234	(1, 1, 3, 4, 4)	        16	        29
     0.274	(1, 1, 3, 4, 4)	        17	        29
       0.0	(1, 1, 3, 4, 4)	         5	        30
     0.004	(1, 1, 3, 4, 4)	         6	        30
     0.002	(1, 1, 3, 4, 4)	         7	        30
     0.014	(1, 1, 3, 4, 4)	         8	        30
     0.022	(1, 1, 3, 4, 4)	         9	        30
     0.038	(1, 1, 3, 4, 4)	        10	        30
      0.05	(1, 1, 3, 4, 4)	        11	        30
     0.086	(1, 1, 3, 4, 4)	        12	        30
     0.098	(1, 1, 3, 4, 4)	        13	        30
     0.136	(1, 1, 3, 4, 4)	        14	        30
     0.166	(1, 1, 3, 4, 4)	        15	        30
     0.214	(1, 1, 3, 4, 4)	        16	        30
     0.236	(1, 1, 3, 4, 4)	        17	        30
       0.0	(1, 1, 3, 4, 4)	         5	        31
       0.0	(1, 1, 3, 4, 4)	         6	        31
     0.002	(1, 1, 3, 4, 4)	         7	        31
     0.004	(1, 1, 3, 4, 4)	         8	        31
     0.012	(1, 1, 3, 4, 4)	         9	        31
     0.022	(1, 1, 3, 4, 4)	        10	        31
     0.046	(1, 1, 3, 4, 4)	        11	        31
     0.062	(1, 1, 3, 4, 4)	        12	        31
      0.08	(1, 1, 3, 4, 4)	        13	        31
     0.124	(1, 1, 3, 4, 4)	        14	        31
      0.19	(1, 1, 3, 4, 4)	        15	        31
     0.214	(1, 1, 3, 4, 4)	        16	        31
     0.234	(1, 1, 3, 4, 4)	        17	        31
       0.0	(1, 1, 3, 4, 4)	         5	        32
     0.002	(1, 1, 3, 4, 4)	         6	        32
     0.004	(1, 1, 3, 4, 4)	         7	        32
     0.012	(1, 1, 3, 4, 4)	         8	        32
     0.018	(1, 1, 3, 4, 4)	         9	        32
     0.046	(1, 1, 3, 4, 4)	        10	        32
     0.048	(1, 1, 3, 4, 4)	        11	        32
      0.07	(1, 1, 3, 4, 4)	        12	        32
     0.098	(1, 1, 3, 4, 4)	        13	        32
     0.098	(1, 1, 3, 4, 4)	        14	        32
     0.128	(1, 1, 3, 4, 4)	        15	        32
     0.198	(1, 1, 3, 4, 4)	        16	        32
     0.204	(1, 1, 3, 4, 4)	        17	        32
     0.002	(1, 1, 3, 4, 4)	         5	        33
     0.004	(1, 1, 3, 4, 4)	         6	        33
     0.002	(1, 1, 3, 4, 4)	         7	        33
     0.004	(1, 1, 3, 4, 4)	         8	        33
      0.02	(1, 1, 3, 4, 4)	         9	        33
     0.022	(1, 1, 3, 4, 4)	        10	        33
     0.022	(1, 1, 3, 4, 4)	        11	        33
     0.036	(1, 1, 3, 4, 4)	        12	        33
      0.07	(1, 1, 3, 4, 4)	        13	        33
     0.094	(1, 1, 3, 4, 4)	        14	        33
     0.128	(1, 1, 3, 4, 4)	        15	        33
      0.15	(1, 1, 3, 4, 4)	        16	        33
      0.19	(1, 1, 3, 4, 4)	        17	        33
       0.0	(1, 1, 3, 4, 4)	         5	        34
     0.002	(1, 1, 3, 4, 4)	         6	        34
     0.008	(1, 1, 3, 4, 4)	         7	        34
     0.008	(1, 1, 3, 4, 4)	         8	        34
     0.008	(1, 1, 3, 4, 4)	         9	        34
      0.02	(1, 1, 3, 4, 4)	        10	        34
     0.034	(1, 1, 3, 4, 4)	        11	        34
     0.068	(1, 1, 3, 4, 4)	        12	        34
     0.066	(1, 1, 3, 4, 4)	        13	        34
     0.112	(1, 1, 3, 4, 4)	        14	        34
      0.12	(1, 1, 3, 4, 4)	        15	        34
     0.142	(1, 1, 3, 4, 4)	        16	        34
     0.172	(1, 1, 3, 4, 4)	        17	        34
       0.0	(1, 1, 3, 4, 4)	         5	        35
       0.0	(1, 1, 3, 4, 4)	         6	        35
     0.004	(1, 1, 3, 4, 4)	         7	        35
     0.014	(1, 1, 3, 4, 4)	         8	        35
     0.002	(1, 1, 3, 4, 4)	         9	        35
     0.028	(1, 1, 3, 4, 4)	        10	        35
     0.038	(1, 1, 3, 4, 4)	        11	        35
     0.038	(1, 1, 3, 4, 4)	        12	        35
     0.052	(1, 1, 3, 4, 4)	        13	        35
       0.1	(1, 1, 3, 4, 4)	        14	        35
     0.126	(1, 1, 3, 4, 4)	        15	        35
     0.108	(1, 1, 3, 4, 4)	        16	        35
      0.14	(1, 1, 3, 4, 4)	        17	        35
       0.0	(1, 1, 3, 4, 4)	         5	        36
     0.004	(1, 1, 3, 4, 4)	         6	        36
     0.002	(1, 1, 3, 4, 4)	         7	        36
      0.01	(1, 1, 3, 4, 4)	         8	        36
     0.012	(1, 1, 3, 4, 4)	         9	        36
     0.016	(1, 1, 3, 4, 4)	        10	        36
     0.032	(1, 1, 3, 4, 4)	        11	        36
      0.05	(1, 1, 3, 4, 4)	        12	        36
     0.048	(1, 1, 3, 4, 4)	        13	        36
     0.076	(1, 1, 3, 4, 4)	        14	        36
     0.078	(1, 1, 3, 4, 4)	        15	        36
     0.114	(1, 1, 3, 4, 4)	        16	        36
     0.168	(1, 1, 3, 4, 4)	        17	        36
       0.0	(1, 1, 3, 4, 4)	         5	        37
       0.0	(1, 1, 3, 4, 4)	         6	        37
     0.002	(1, 1, 3, 4, 4)	         7	        37
     0.002	(1, 1, 3, 4, 4)	         8	        37
     0.008	(1, 1, 3, 4, 4)	         9	        37
     0.024	(1, 1, 3, 4, 4)	        10	        37
     0.024	(1, 1, 3, 4, 4)	        11	        37
     0.022	(1, 1, 3, 4, 4)	        12	        37
     0.058	(1, 1, 3, 4, 4)	        13	        37
     0.058	(1, 1, 3, 4, 4)	        14	        37
     0.096	(1, 1, 3, 4, 4)	        15	        37
     0.128	(1, 1, 3, 4, 4)	        16	        37
     0.132	(1, 1, 3, 4, 4)	        17	        37
       0.0	(1, 1, 3, 4, 4)	         5	        38
       0.0	(1, 1, 3, 4, 4)	         6	        38
     0.002	(1, 1, 3, 4, 4)	         7	        38
     0.008	(1, 1, 3, 4, 4)	         8	        38
     0.012	(1, 1, 3, 4, 4)	         9	        38
     0.012	(1, 1, 3, 4, 4)	        10	        38
     0.022	(1, 1, 3, 4, 4)	        11	        38
     0.022	(1, 1, 3, 4, 4)	        12	        38
      0.05	(1, 1, 3, 4, 4)	        13	        38
     0.054	(1, 1, 3, 4, 4)	        14	        38
     0.078	(1, 1, 3, 4, 4)	        15	        38
     0.096	(1, 1, 3, 4, 4)	        16	        38
     0.138	(1, 1, 3, 4, 4)	        17	        38
       0.0	(1, 1, 3, 4, 4)	         5	        39
       0.0	(1, 1, 3, 4, 4)	         6	        39
       0.0	(1, 1, 3, 4, 4)	         7	        39
       0.0	(1, 1, 3, 4, 4)	         8	        39
     0.002	(1, 1, 3, 4, 4)	         9	        39
     0.006	(1, 1, 3, 4, 4)	        10	        39
      0.02	(1, 1, 3, 4, 4)	        11	        39
     0.014	(1, 1, 3, 4, 4)	        12	        39
     0.046	(1, 1, 3, 4, 4)	        13	        39
     0.048	(1, 1, 3, 4, 4)	        14	        39
     0.082	(1, 1, 3, 4, 4)	        15	        39
       0.1	(1, 1, 3, 4, 4)	        16	        39
     0.122	(1, 1, 3, 4, 4)	        17	        39
       0.0	(1, 1, 3, 4, 4)	         5	        40
       0.0	(1, 1, 3, 4, 4)	         6	        40
       0.0	(1, 1, 3, 4, 4)	         7	        40
       0.0	(1, 1, 3, 4, 4)	         8	        40
     0.006	(1, 1, 3, 4, 4)	         9	        40
     0.006	(1, 1, 3, 4, 4)	        10	        40
     0.022	(1, 1, 3, 4, 4)	        11	        40
     0.032	(1, 1, 3, 4, 4)	        12	        40
      0.05	(1, 1, 3, 4, 4)	        13	        40
     0.042	(1, 1, 3, 4, 4)	        14	        40
     0.064	(1, 1, 3, 4, 4)	        15	        40
     0.064	(1, 1, 3, 4, 4)	        16	        40
      0.12	(1, 1, 3, 4, 4)	        17	        40
       0.0	(1, 1, 3, 4, 4)	         5	        41
       0.0	(1, 1, 3, 4, 4)	         6	        41
     0.004	(1, 1, 3, 4, 4)	         7	        41
     0.002	(1, 1, 3, 4, 4)	         8	        41
       0.0	(1, 1, 3, 4, 4)	         9	        41
     0.008	(1, 1, 3, 4, 4)	        10	        41
     0.024	(1, 1, 3, 4, 4)	        11	        41
     0.032	(1, 1, 3, 4, 4)	        12	        41
     0.036	(1, 1, 3, 4, 4)	        13	        41
     0.034	(1, 1, 3, 4, 4)	        14	        41
      0.05	(1, 1, 3, 4, 4)	        15	        41
     0.074	(1, 1, 3, 4, 4)	        16	        41
     0.086	(1, 1, 3, 4, 4)	        17	        41
       0.0	(1, 1, 3, 4, 4)	         5	        42
     0.002	(1, 1, 3, 4, 4)	         6	        42
       0.0	(1, 1, 3, 4, 4)	         7	        42
     0.002	(1, 1, 3, 4, 4)	         8	        42
     0.006	(1, 1, 3, 4, 4)	         9	        42
     0.014	(1, 1, 3, 4, 4)	        10	        42
     0.012	(1, 1, 3, 4, 4)	        11	        42
     0.012	(1, 1, 3, 4, 4)	        12	        42
     0.034	(1, 1, 3, 4, 4)	        13	        42
     0.036	(1, 1, 3, 4, 4)	        14	        42
      0.06	(1, 1, 3, 4, 4)	        15	        42
     0.068	(1, 1, 3, 4, 4)	        16	        42
      0.11	(1, 1, 3, 4, 4)	        17	        42
       0.0	(1, 1, 3, 4, 4)	         5	        43
       0.0	(1, 1, 3, 4, 4)	         6	        43
       0.0	(1, 1, 3, 4, 4)	         7	        43
       0.0	(1, 1, 3, 4, 4)	         8	        43
       0.0	(1, 1, 3, 4, 4)	         9	        43
     0.008	(1, 1, 3, 4, 4)	        10	        43
     0.018	(1, 1, 3, 4, 4)	        11	        43
     0.012	(1, 1, 3, 4, 4)	        12	        43
     0.024	(1, 1, 3, 4, 4)	        13	        43
     0.034	(1, 1, 3, 4, 4)	        14	        43
     0.052	(1, 1, 3, 4, 4)	        15	        43
     0.054	(1, 1, 3, 4, 4)	        16	        43
     0.084	(1, 1, 3, 4, 4)	        17	        43
       0.0	(1, 1, 3, 4, 4)	         5	        44
     0.002	(1, 1, 3, 4, 4)	         6	        44
       0.0	(1, 1, 3, 4, 4)	         7	        44
     0.002	(1, 1, 3, 4, 4)	         8	        44
     0.002	(1, 1, 3, 4, 4)	         9	        44
     0.008	(1, 1, 3, 4, 4)	        10	        44
      0.02	(1, 1, 3, 4, 4)	        11	        44
      0.03	(1, 1, 3, 4, 4)	        12	        44
     0.018	(1, 1, 3, 4, 4)	        13	        44
     0.038	(1, 1, 3, 4, 4)	        14	        44
     0.036	(1, 1, 3, 4, 4)	        15	        44
     0.064	(1, 1, 3, 4, 4)	        16	        44
     0.072	(1, 1, 3, 4, 4)	        17	        44
       0.0	(1, 1, 3, 4, 4)	         5	        45
       0.0	(1, 1, 3, 4, 4)	         6	        45
       0.0	(1, 1, 3, 4, 4)	         7	        45
       0.0	(1, 1, 3, 4, 4)	         8	        45
     0.004	(1, 1, 3, 4, 4)	         9	        45
     0.004	(1, 1, 3, 4, 4)	        10	        45
     0.012	(1, 1, 3, 4, 4)	        11	        45
     0.012	(1, 1, 3, 4, 4)	        12	        45
     0.032	(1, 1, 3, 4, 4)	        13	        45
     0.028	(1, 1, 3, 4, 4)	        14	        45
      0.04	(1, 1, 3, 4, 4)	        15	        45
     0.054	(1, 1, 3, 4, 4)	        16	        45
     0.054	(1, 1, 3, 4, 4)	        17	        45
       0.0	(1, 1, 3, 4, 4)	         5	        46
       0.0	(1, 1, 3, 4, 4)	         6	        46
     0.002	(1, 1, 3, 4, 4)	         7	        46
       0.0	(1, 1, 3, 4, 4)	         8	        46
     0.006	(1, 1, 3, 4, 4)	         9	        46
     0.006	(1, 1, 3, 4, 4)	        10	        46
      0.01	(1, 1, 3, 4, 4)	        11	        46
     0.008	(1, 1, 3, 4, 4)	        12	        46
     0.014	(1, 1, 3, 4, 4)	        13	        46
     0.028	(1, 1, 3, 4, 4)	        14	        46
     0.042	(1, 1, 3, 4, 4)	        15	        46
     0.034	(1, 1, 3, 4, 4)	        16	        46
      0.08	(1, 1, 3, 4, 4)	        17	        46
       0.0	(1, 1, 3, 4, 4)	         5	        47
       0.0	(1, 1, 3, 4, 4)	         6	        47
       0.0	(1, 1, 3, 4, 4)	         7	        47
     0.002	(1, 1, 3, 4, 4)	         8	        47
     0.002	(1, 1, 3, 4, 4)	         9	        47
     0.016	(1, 1, 3, 4, 4)	        10	        47
     0.006	(1, 1, 3, 4, 4)	        11	        47
      0.01	(1, 1, 3, 4, 4)	        12	        47
      0.03	(1, 1, 3, 4, 4)	        13	        47
      0.02	(1, 1, 3, 4, 4)	        14	        47
     0.044	(1, 1, 3, 4, 4)	        15	        47
     0.056	(1, 1, 3, 4, 4)	        16	        47
     0.082	(1, 1, 3, 4, 4)	        17	        47
       0.0	(1, 1, 3, 4, 4)	         5	        48
       0.0	(1, 1, 3, 4, 4)	         6	        48
       0.0	(1, 1, 3, 4, 4)	         7	        48
     0.002	(1, 1, 3, 4, 4)	         8	        48
     0.002	(1, 1, 3, 4, 4)	         9	        48
      0.01	(1, 1, 3, 4, 4)	        10	        48
     0.006	(1, 1, 3, 4, 4)	        11	        48
     0.024	(1, 1, 3, 4, 4)	        12	        48
     0.024	(1, 1, 3, 4, 4)	        13	        48
     0.032	(1, 1, 3, 4, 4)	        14	        48
     0.034	(1, 1, 3, 4, 4)	        15	        48
     0.058	(1, 1, 3, 4, 4)	        16	        48
     0.064	(1, 1, 3, 4, 4)	        17	        48
       0.0	(1, 1, 3, 4, 4)	         5	        49
       0.0	(1, 1, 3, 4, 4)	         6	        49
     0.002	(1, 1, 3, 4, 4)	         7	        49
       0.0	(1, 1, 3, 4, 4)	         8	        49
     0.002	(1, 1, 3, 4, 4)	         9	        49
     0.008	(1, 1, 3, 4, 4)	        10	        49
     0.014	(1, 1, 3, 4, 4)	        11	        49
     0.018	(1, 1, 3, 4, 4)	        12	        49
     0.024	(1, 1, 3, 4, 4)	        13	        49
     0.026	(1, 1, 3, 4, 4)	        14	        49
     0.028	(1, 1, 3, 4, 4)	        15	        49
     0.052	(1, 1, 3, 4, 4)	        16	        49
     0.068	(1, 1, 3, 4, 4)	        17	        49
       0.0	(1, 1, 3, 4, 4)	         5	        50
       0.0	(1, 1, 3, 4, 4)	         6	        50
       0.0	(1, 1, 3, 4, 4)	         7	        50
       0.0	(1, 1, 3, 4, 4)	         8	        50
     0.004	(1, 1, 3, 4, 4)	         9	        50
       0.0	(1, 1, 3, 4, 4)	        10	        50
     0.016	(1, 1, 3, 4, 4)	        11	        50
      0.01	(1, 1, 3, 4, 4)	        12	        50
     0.026	(1, 1, 3, 4, 4)	        13	        50
     0.022	(1, 1, 3, 4, 4)	        14	        50
     0.038	(1, 1, 3, 4, 4)	        15	        50
     0.042	(1, 1, 3, 4, 4)	        16	        50
     0.054	(1, 1, 3, 4, 4)	        17	        50
       0.0	(1, 1, 3, 4, 4)	         5	        51
       0.0	(1, 1, 3, 4, 4)	         6	        51
       0.0	(1, 1, 3, 4, 4)	         7	        51
       0.0	(1, 1, 3, 4, 4)	         8	        51
     0.006	(1, 1, 3, 4, 4)	         9	        51
     0.006	(1, 1, 3, 4, 4)	        10	        51
     0.008	(1, 1, 3, 4, 4)	        11	        51
     0.014	(1, 1, 3, 4, 4)	        12	        51
     0.018	(1, 1, 3, 4, 4)	        13	        51
     0.032	(1, 1, 3, 4, 4)	        14	        51
     0.038	(1, 1, 3, 4, 4)	        15	        51
     0.032	(1, 1, 3, 4, 4)	        16	        51
      0.07	(1, 1, 3, 4, 4)	        17	        51
       0.0	(1, 1, 3, 4, 4)	         5	        52
       0.0	(1, 1, 3, 4, 4)	         6	        52
     0.002	(1, 1, 3, 4, 4)	         7	        52
       0.0	(1, 1, 3, 4, 4)	         8	        52
     0.002	(1, 1, 3, 4, 4)	         9	        52
     0.006	(1, 1, 3, 4, 4)	        10	        52
     0.006	(1, 1, 3, 4, 4)	        11	        52
     0.008	(1, 1, 3, 4, 4)	        12	        52
      0.02	(1, 1, 3, 4, 4)	        13	        52
     0.016	(1, 1, 3, 4, 4)	        14	        52
      0.04	(1, 1, 3, 4, 4)	        15	        52
     0.058	(1, 1, 3, 4, 4)	        16	        52
     0.052	(1, 1, 3, 4, 4)	        17	        52
     0.002	(3, 4, 4, 4, 4)	         5	        18
     0.004	(3, 4, 4, 4, 4)	         6	        18
     0.008	(3, 4, 4, 4, 4)	         7	        18
     0.006	(3, 4, 4, 4, 4)	         8	        18
     0.026	(3, 4, 4, 4, 4)	         9	        18
     0.042	(3, 4, 4, 4, 4)	        10	        18
     0.074	(3, 4, 4, 4, 4)	        11	        18
     0.078	(3, 4, 4, 4, 4)	        12	        18
