Probability	Target freq	Row freq	Deck freq	Number to draw	Deck size
      1.0	        1	        1	        0	        7	       45
      1.0	        1	        1	        0	        8	       45
      1.0	        1	        1	        0	        9	       45
      1.0	        1	        1	        0	       10	       45
      1.0	        1	        1	        0	       11	       45
      1.0	        1	        1	        0	       12	       45
      1.0	        1	        1	        0	       13	       45
      1.0	        1	        1	        0	       14	       45
      1.0	        1	        1	        0	       15	       45
      1.0	        1	        1	        0	       16	       45
      1.0	        1	        1	        0	       17	       45
      1.0	        1	        1	        0	        0	       46
      1.0	        1	        1	        0	        1	       46
      1.0	        1	        1	        0	        2	       46
      1.0	        1	        1	        0	        3	       46
      1.0	        1	        1	        0	        4	       46
      1.0	        1	        1	        0	        5	       46
      1.0	        1	        1	        0	        6	       46
      1.0	        1	        1	        0	        7	       46
      1.0	        1	        1	        0	        8	       46
      1.0	        1	        1	        0	        9	       46
      1.0	        1	        1	        0	       10	       46
      1.0	        1	        1	        0	       11	       46
      1.0	        1	        1	        0	       12	       46
      1.0	        1	        1	        0	       13	       46
      1.0	        1	        1	        0	       14	       46
      1.0	        1	        1	        0	       15	       46
      1.0	        1	        1	        0	       16	       46
      1.0	        1	        1	        0	       17	       46
      1.0	        1	        1	        0	        0	       47
      1.0	        1	        1	        0	        1	       47
      1.0	        1	        1	        0	        2	       47
      1.0	        1	        1	        0	        3	       47
      1.0	        1	        1	        0	        4	       47
      1.0	        1	        1	        0	        5	       47
      1.0	        1	        1	        0	        6	       47
      1.0	        1	        1	        0	        7	       47
      1.0	        1	        1	        0	        8	       47
      1.0	        1	        1	        0	        9	       47
      1.0	        1	        1	        0	       10	       47
      1.0	        1	        1	        0	       11	       47
      1.0	        1	        1	        0	       12	       47
      1.0	        1	        1	        0	       13	       47
      1.0	        1	        1	        0	       14	       47
      1.0	        1	        1	        0	       15	       47
      1.0	        1	        1	        0	       16	       47
      1.0	        1	        1	        0	       17	       47
      1.0	        1	        1	        0	        0	       48
      1.0	        1	        1	        0	        1	       48
      1.0	        1	        1	        0	        2	       48
      1.0	        1	        1	        0	        3	       48
      1.0	        1	        1	        0	        4	       48
      1.0	        1	        1	        0	        5	       48
      1.0	        1	        1	        0	        6	       48
      1.0	        1	        1	        0	        7	       48
      1.0	        1	        1	        0	        8	       48
      1.0	        1	        1	        0	        9	       48
      1.0	        1	        1	        0	       10	       48
      1.0	        1	        1	        0	       11	       48
      1.0	        1	        1	        0	       12	       48
      1.0	        1	        1	        0	       13	       48
      1.0	        1	        1	        0	       14	       48
      1.0	        1	        1	        0	       15	       48
      1.0	        1	        1	        0	       16	       48
      1.0	        1	        1	        0	       17	       48
      1.0	        1	        1	        0	        0	       49
      1.0	        1	        1	        0	        1	       49
      1.0	        1	        1	        0	        2	       49
      1.0	        1	        1	        0	        3	       49
      1.0	        1	        1	        0	        4	       49
      1.0	        1	        1	        0	        5	       49
      1.0	        1	        1	        0	        6	       49
      1.0	        1	        1	        0	        7	       49
      1.0	        1	        1	        0	        8	       49
      1.0	        1	        1	        0	        9	       49
      1.0	        1	        1	        0	       10	       49
      1.0	        1	        1	        0	       11	       49
      1.0	        1	        1	        0	       12	       49
      1.0	        1	        1	        0	       13	       49
      1.0	        1	        1	        0	       14	       49
      1.0	        1	        1	        0	       15	       49
      1.0	        1	        1	        0	       16	       49
      1.0	        1	        1	        0	       17	       49
      1.0	        1	        1	        0	        0	       50
      1.0	        1	        1	        0	        1	       50
      1.0	        1	        1	        0	        2	       50
      1.0	        1	        1	        0	        3	       50
      1.0	        1	        1	        0	        4	       50
      1.0	        1	        1	        0	        5	       50
      1.0	        1	        1	        0	        6	       50
      1.0	        1	        1	        0	        7	       50
      1.0	        1	        1	        0	        8	       50
      1.0	        1	        1	        0	        9	       50
      1.0	        1	        1	        0	       10	       50
      1.0	        1	        1	        0	       11	       50
      1.0	        1	        1	        0	       12	       50
      1.0	        1	        1	        0	       13	       50
      1.0	        1	        1	        0	       14	       50
      1.0	        1	        1	        0	       15	       50
      1.0	        1	        1	        0	       16	       50
      1.0	        1	        1	        0	       17	       50
      1.0	        1	        1	        0	        0	       51
      1.0	        1	        1	        0	        1	       51
      1.0	        1	        1	        0	        2	       51
      1.0	        1	        1	        0	        3	       51
      1.0	        1	        1	        0	        4	       51
      1.0	        1	        1	        0	        5	       51
      1.0	        1	        1	        0	        6	       51
      1.0	        1	        1	        0	        7	       51
      1.0	        1	        1	        0	        8	       51
      1.0	        1	        1	        0	        9	       51
      1.0	        1	        1	        0	       10	       51
      1.0	        1	        1	        0	       11	       51
      1.0	        1	        1	        0	       12	       51
      1.0	        1	        1	        0	       13	       51
      1.0	        1	        1	        0	       14	       51
      1.0	        1	        1	        0	       15	       51
      1.0	        1	        1	        0	       16	       51
      1.0	        1	        1	        0	       17	       51
      1.0	        1	        1	        0	        0	       52
      1.0	        1	        1	        0	        1	       52
      1.0	        1	        1	        0	        2	       52
      1.0	        1	        1	        0	        3	       52
      1.0	        1	        1	        0	        4	       52
      1.0	        1	        1	        0	        5	       52
      1.0	        1	        1	        0	        6	       52
      1.0	        1	        1	        0	        7	       52
      1.0	        1	        1	        0	        8	       52
      1.0	        1	        1	        0	        9	       52
      1.0	        1	        1	        0	       10	       52
      1.0	        1	        1	        0	       11	       52
      1.0	        1	        1	        0	       12	       52
      1.0	        1	        1	        0	       13	       52
      1.0	        1	        1	        0	       14	       52
      1.0	        1	        1	        0	       15	       52
      1.0	        1	        1	        0	       16	       52
      1.0	        1	        1	        0	       17	       52
      1.0	        1	        1	        1	        0	       18
      1.0	        1	        1	        1	        1	       18
      1.0	        1	        1	        1	        2	       18
      1.0	        1	        1	        1	        3	       18
      1.0	        1	        1	        1	        4	       18
      1.0	        1	        1	        1	        5	       18
      1.0	        1	        1	        1	        6	       18
      1.0	        1	        1	        1	        7	       18
      1.0	        1	        1	        1	        8	       18
      1.0	        1	        1	        1	        9	       18
      1.0	        1	        1	        1	       10	       18
      1.0	        1	        1	        1	       11	       18
      1.0	        1	        1	        1	       12	       18
      1.0	        1	        1	        1	       13	       18
      1.0	        1	        1	        1	       14	       18
      1.0	        1	        1	        1	       15	       18
      1.0	        1	        1	        1	       16	       18
      1.0	        1	        1	        1	       17	       18
      1.0	        1	        1	        1	        0	       19
      1.0	        1	        1	        1	        1	       19
      1.0	        1	        1	        1	        2	       19
      1.0	        1	        1	        1	        3	       19
      1.0	        1	        1	        1	        4	       19
      1.0	        1	        1	        1	        5	       19
      1.0	        1	        1	        1	        6	       19
      1.0	        1	        1	        1	        7	       19
      1.0	        1	        1	        1	        8	       19
      1.0	        1	        1	        1	        9	       19
      1.0	        1	        1	        1	       10	       19
      1.0	        1	        1	        1	       11	       19
      1.0	        1	        1	        1	       12	       19
      1.0	        1	        1	        1	       13	       19
      1.0	        1	        1	        1	       14	       19
      1.0	        1	        1	        1	       15	       19
      1.0	        1	        1	        1	       16	       19
      1.0	        1	        1	        1	       17	       19
      1.0	        1	        1	        1	        0	       20
      1.0	        1	        1	        1	        1	       20
      1.0	        1	        1	        1	        2	       20
      1.0	        1	        1	        1	        3	       20
      1.0	        1	        1	        1	        4	       20
      1.0	        1	        1	        1	        5	       20
      1.0	        1	        1	        1	        6	       20
      1.0	        1	        1	        1	        7	       20
      1.0	        1	        1	        1	        8	       20
      1.0	        1	        1	        1	        9	       20
      1.0	        1	        1	        1	       10	       20
      1.0	        1	        1	        1	       11	       20
      1.0	        1	        1	        1	       12	       20
      1.0	        1	        1	        1	       13	       20
      1.0	        1	        1	        1	       14	       20
      1.0	        1	        1	        1	       15	       20
      1.0	        1	        1	        1	       16	       20
      1.0	        1	        1	        1	       17	       20
      1.0	        1	        1	        1	        0	       21
      1.0	        1	        1	        1	        1	       21
      1.0	        1	        1	        1	        2	       21
      1.0	        1	        1	        1	        3	       21
      1.0	        1	        1	        1	        4	       21
      1.0	        1	        1	        1	        5	       21
      1.0	        1	        1	        1	        6	       21
      1.0	        1	        1	        1	        7	       21
      1.0	        1	        1	        1	        8	       21
      1.0	        1	        1	        1	        9	       21
      1.0	        1	        1	        1	       10	       21
      1.0	        1	        1	        1	       11	       21
      1.0	        1	        1	        1	       12	       21
      1.0	        1	        1	        1	       13	       21
      1.0	        1	        1	        1	       14	       21
      1.0	        1	        1	        1	       15	       21
      1.0	        1	        1	        1	       16	       21
      1.0	        1	        1	        1	       17	       21
      1.0	        1	        1	        1	        0	       22
      1.0	        1	        1	        1	        1	       22
      1.0	        1	        1	        1	        2	       22
      1.0	        1	        1	        1	        3	       22
      1.0	        1	        1	        1	        4	       22
      1.0	        1	        1	        1	        5	       22
      1.0	        1	        1	        1	        6	       22
      1.0	        1	        1	        1	        7	       22
      1.0	        1	        1	        1	        8	       22
      1.0	        1	        1	        1	        9	       22
      1.0	        1	        1	        1	       10	       22
      1.0	        1	        1	        1	       11	       22
      1.0	        1	        1	        1	       12	       22
      1.0	        1	        1	        1	       13	       22
      1.0	        1	        1	        1	       14	       22
      1.0	        1	        1	        1	       15	       22
      1.0	        1	        1	        1	       16	       22
      1.0	        1	        1	        1	       17	       22
      1.0	        1	        1	        1	        0	       23
      1.0	        1	        1	        1	        1	       23
      1.0	        1	        1	        1	        2	       23
      1.0	        1	        1	        1	        3	       23
      1.0	        1	        1	        1	        4	       23
      1.0	        1	        1	        1	        5	       23
      1.0	        1	        1	        1	        6	       23
      1.0	        1	        1	        1	        7	       23
      1.0	        1	        1	        1	        8	       23
      1.0	        1	        1	        1	        9	       23
      1.0	        1	        1	        1	       10	       23
      1.0	        1	        1	        1	       11	       23
      1.0	        1	        1	        1	       12	       23
      1.0	        1	        1	        1	       13	       23
      1.0	        1	        1	        1	       14	       23
      1.0	        1	        1	        1	       15	       23
      1.0	        1	        1	        1	       16	       23
      1.0	        1	        1	        1	       17	       23
      1.0	        1	        1	        1	        0	       24
      1.0	        1	        1	        1	        1	       24
      1.0	        1	        1	        1	        2	       24
      1.0	        1	        1	        1	        3	       24
      1.0	        1	        1	        1	        4	       24
      1.0	        1	        1	        1	        5	       24
      1.0	        1	        1	        1	        6	       24
      1.0	        1	        1	        1	        7	       24
      1.0	        1	        1	        1	        8	       24
      1.0	        1	        1	        1	        9	       24
      1.0	        1	        1	        1	       10	       24
      1.0	        1	        1	        1	       11	       24
      1.0	        1	        1	        1	       12	       24
      1.0	        1	        1	        1	       13	       24
      1.0	        1	        1	        1	       14	       24
      1.0	        1	        1	        1	       15	       24
      1.0	        1	        1	        1	       16	       24
      1.0	        1	        1	        1	       17	       24
      1.0	        1	        1	        1	        0	       25
      1.0	        1	        1	        1	        1	       25
      1.0	        1	        1	        1	        2	       25
      1.0	        1	        1	        1	        3	       25
      1.0	        1	        1	        1	        4	       25
      1.0	        1	        1	        1	        5	       25
      1.0	        1	        1	        1	        6	       25
      1.0	        1	        1	        1	        7	       25
      1.0	        1	        1	        1	        8	       25
      1.0	        1	        1	        1	        9	       25
      1.0	        1	        1	        1	       10	       25
      1.0	        1	        1	        1	       11	       25
      1.0	        1	        1	        1	       12	       25
      1.0	        1	        1	        1	       13	       25
      1.0	        1	        1	        1	       14	       25
      1.0	        1	        1	        1	       15	       25
      1.0	        1	        1	        1	       16	       25
      1.0	        1	        1	        1	       17	       25
      1.0	        1	        1	        1	        0	       26
      1.0	        1	        1	        1	        1	       26
      1.0	        1	        1	        1	        2	       26
      1.0	        1	        1	        1	        3	       26
      1.0	        1	        1	        1	        4	       26
      1.0	        1	        1	        1	        5	       26
      1.0	        1	        1	        1	        6	       26
      1.0	        1	        1	        1	        7	       26
      1.0	        1	        1	        1	        8	       26
      1.0	        1	        1	        1	        9	       26
      1.0	        1	        1	        1	       10	       26
      1.0	        1	        1	        1	       11	       26
      1.0	        1	        1	        1	       12	       26
      1.0	        1	        1	        1	       13	       26
      1.0	        1	        1	        1	       14	       26
      1.0	        1	        1	        1	       15	       26
      1.0	        1	        1	        1	       16	       26
      1.0	        1	        1	        1	       17	       26
      1.0	        1	        1	        1	        0	       27
      1.0	        1	        1	        1	        1	       27
      1.0	        1	        1	        1	        2	       27
      1.0	        1	        1	        1	        3	       27
      1.0	        1	        1	        1	        4	       27
      1.0	        1	        1	        1	        5	       27
      1.0	        1	        1	        1	        6	       27
      1.0	        1	        1	        1	        7	       27
      1.0	        1	        1	        1	        8	       27
      1.0	        1	        1	        1	        9	       27
      1.0	        1	        1	        1	       10	       27
      1.0	        1	        1	        1	       11	       27
      1.0	        1	        1	        1	       12	       27
      1.0	        1	        1	        1	       13	       27
      1.0	        1	        1	        1	       14	       27
      1.0	        1	        1	        1	       15	       27
      1.0	        1	        1	        1	       16	       27
      1.0	        1	        1	        1	       17	       27
      1.0	        1	        1	        1	        0	       28
      1.0	        1	        1	        1	        1	       28
      1.0	        1	        1	        1	        2	       28
      1.0	        1	        1	        1	        3	       28
      1.0	        1	        1	        1	        4	       28
      1.0	        1	        1	        1	        5	       28
      1.0	        1	        1	        1	        6	       28
      1.0	        1	        1	        1	        7	       28
      1.0	        1	        1	        1	        8	       28
      1.0	        1	        1	        1	        9	       28
      1.0	        1	        1	        1	       10	       28
      1.0	        1	        1	        1	       11	       28
      1.0	        1	        1	        1	       12	       28
      1.0	        1	        1	        1	       13	       28
      1.0	        1	        1	        1	       14	       28
      1.0	        1	        1	        1	       15	       28
      1.0	        1	        1	        1	       16	       28
      1.0	        1	        1	        1	       17	       28
      1.0	        1	        1	        1	        0	       29
      1.0	        1	        1	        1	        1	       29
      1.0	        1	        1	        1	        2	       29
      1.0	        1	        1	        1	        3	       29
      1.0	        1	        1	        1	        4	       29
      1.0	        1	        1	        1	        5	       29
      1.0	        1	        1	        1	        6	       29
      1.0	        1	        1	        1	        7	       29
      1.0	        1	        1	        1	        8	       29
      1.0	        1	        1	        1	        9	       29
      1.0	        1	        1	        1	       10	       29
      1.0	        1	        1	        1	       11	       29
      1.0	        1	        1	        1	       12	       29
      1.0	        1	        1	        1	       13	       29
      1.0	        1	        1	        1	       14	       29
      1.0	        1	        1	        1	       15	       29
      1.0	        1	        1	        1	       16	       29
      1.0	        1	        1	        1	       17	       29
      1.0	        1	        1	        1	        0	       30
      1.0	        1	        1	        1	        1	       30
      1.0	        1	        1	        1	        2	       30
      1.0	        1	        1	        1	        3	       30
      1.0	        1	        1	        1	        4	       30
      1.0	        1	        1	        1	        5	       30
      1.0	        1	        1	        1	        6	       30
      1.0	        1	        1	        1	        7	       30
      1.0	        1	        1	        1	        8	       30
      1.0	        1	        1	        1	        9	       30
      1.0	        1	        1	        1	       10	       30
      1.0	        1	        1	        1	       11	       30
      1.0	        1	        1	        1	       12	       30
      1.0	        1	        1	        1	       13	       30
      1.0	        1	        1	        1	       14	       30
      1.0	        1	        1	        1	       15	       30
      1.0	        1	        1	        1	       16	       30
      1.0	        1	        1	        1	       17	       30
      1.0	        1	        1	        1	        0	       31
      1.0	        1	        1	        1	        1	       31
      1.0	        1	        1	        1	        2	       31
      1.0	        1	        1	        1	        3	       31
      1.0	        1	        1	        1	        4	       31
      1.0	        1	        1	        1	        5	       31
      1.0	        1	        1	        1	        6	       31
      1.0	        1	        1	        1	        7	       31
      1.0	        1	        1	        1	        8	       31
      1.0	        1	        1	        1	        9	       31
      1.0	        1	        1	        1	       10	       31
      1.0	        1	        1	        1	       11	       31
      1.0	        1	        1	        1	       12	       31
      1.0	        1	        1	        1	       13	       31
      1.0	        1	        1	        1	       14	       31
      1.0	        1	        1	        1	       15	       31
      1.0	        1	        1	        1	       16	       31
      1.0	        1	        1	        1	       17	       31
      1.0	        1	        1	        1	        0	       32
      1.0	        1	        1	        1	        1	       32
      1.0	        1	        1	        1	        2	       32
      1.0	        1	        1	        1	        3	       32
      1.0	        1	        1	        1	        4	       32
      1.0	        1	        1	        1	        5	       32
      1.0	        1	        1	        1	        6	       32
      1.0	        1	        1	        1	        7	       32
      1.0	        1	        1	        1	        8	       32
      1.0	        1	        1	        1	        9	       32
      1.0	        1	        1	        1	       10	       32
      1.0	        1	        1	        1	       11	       32
      1.0	        1	        1	        1	       12	       32
      1.0	        1	        1	        1	       13	       32
      1.0	        1	        1	        1	       14	       32
      1.0	        1	        1	        1	       15	       32
      1.0	        1	        1	        1	       16	       32
      1.0	        1	        1	        1	       17	       32
      1.0	        1	        1	        1	        0	       33
      1.0	        1	        1	        1	        1	       33
      1.0	        1	        1	        1	        2	       33
      1.0	        1	        1	        1	        3	       33
      1.0	        1	        1	        1	        4	       33
      1.0	        1	        1	        1	        5	       33
      1.0	        1	        1	        1	        6	       33
      1.0	        1	        1	        1	        7	       33
      1.0	        1	        1	        1	        8	       33
      1.0	        1	        1	        1	        9	       33
      1.0	        1	        1	        1	       10	       33
      1.0	        1	        1	        1	       11	       33
      1.0	        1	        1	        1	       12	       33
      1.0	        1	        1	        1	       13	       33
      1.0	        1	        1	        1	       14	       33
      1.0	        1	        1	        1	       15	       33
      1.0	        1	        1	        1	       16	       33
      1.0	        1	        1	        1	       17	       33
      1.0	        1	        1	        1	        0	       34
      1.0	        1	        1	        1	        1	       34
      1.0	        1	        1	        1	        2	       34
      1.0	        1	        1	        1	        3	       34
      1.0	        1	        1	        1	        4	       34
      1.0	        1	        1	        1	        5	       34
      1.0	        1	        1	        1	        6	       34
      1.0	        1	        1	        1	        7	       34
      1.0	        1	        1	        1	        8	       34
      1.0	        1	        1	        1	        9	       34
      1.0	        1	        1	        1	       10	       34
      1.0	        1	        1	        1	       11	       34
      1.0	        1	        1	        1	       12	       34
      1.0	        1	        1	        1	       13	       34
      1.0	        1	        1	        1	       14	       34
      1.0	        1	        1	        1	       15	       34
      1.0	        1	        1	        1	       16	       34
      1.0	        1	        1	        1	       17	       34
      1.0	        1	        1	        1	        0	       35
      1.0	        1	        1	        1	        1	       35
      1.0	        1	        1	        1	        2	       35
      1.0	        1	        1	        1	        3	       35
      1.0	        1	        1	        1	        4	       35
      1.0	        1	        1	        1	        5	       35
      1.0	        1	        1	        1	        6	       35
      1.0	        1	        1	        1	        7	       35
      1.0	        1	        1	        1	        8	       35
      1.0	        1	        1	        1	        9	       35
      1.0	        1	        1	        1	       10	       35
      1.0	        1	        1	        1	       11	       35
      1.0	        1	        1	        1	       12	       35
      1.0	        1	        1	        1	       13	       35
      1.0	        1	        1	        1	       14	       35
      1.0	        1	        1	        1	       15	       35
      1.0	        1	        1	        1	       16	       35
      1.0	        1	        1	        1	       17	       35
      1.0	        1	        1	        1	        0	       36
      1.0	        1	        1	        1	        1	       36
      1.0	        1	        1	        1	        2	       36
      1.0	        1	        1	        1	        3	       36
      1.0	        1	        1	        1	        4	       36
      1.0	        1	        1	        1	        5	       36
      1.0	        1	        1	        1	        6	       36
      1.0	        1	        1	        1	        7	       36
      1.0	        1	        1	        1	        8	       36
      1.0	        1	        1	        1	        9	       36
      1.0	        1	        1	        1	       10	       36
      1.0	        1	        1	        1	       11	       36
      1.0	        1	        1	        1	       12	       36
      1.0	        1	        1	        1	       13	       36
      1.0	        1	        1	        1	       14	       36
      1.0	        1	        1	        1	       15	       36
      1.0	        1	        1	        1	       16	       36
      1.0	        1	        1	        1	       17	       36
      1.0	        1	        1	        1	        0	       37
      1.0	        1	        1	        1	        1	       37
      1.0	        1	        1	        1	        2	       37
      1.0	        1	        1	        1	        3	       37
      1.0	        1	        1	        1	        4	       37
      1.0	        1	        1	        1	        5	       37
      1.0	        1	        1	        1	        6	       37
      1.0	        1	        1	        1	        7	       37
      1.0	        1	        1	        1	        8	       37
      1.0	        1	        1	        1	        9	       37
      1.0	        1	        1	        1	       10	       37
      1.0	        1	        1	        1	       11	       37
      1.0	        1	        1	        1	       12	       37
      1.0	        1	        1	        1	       13	       37
      1.0	        1	        1	        1	       14	       37
      1.0	        1	        1	        1	       15	       37
      1.0	        1	        1	        1	       16	       37
      1.0	        1	        1	        1	       17	       37
      1.0	        1	        1	        1	        0	       38
      1.0	        1	        1	        1	        1	       38
      1.0	        1	        1	        1	        2	       38
      1.0	        1	        1	        1	        3	       38
      1.0	        1	        1	        1	        4	       38
      1.0	        1	        1	        1	        5	       38
      1.0	        1	        1	        1	        6	       38
      1.0	        1	        1	        1	        7	       38
      1.0	        1	        1	        1	        8	       38
      1.0	        1	        1	        1	        9	       38
      1.0	        1	        1	        1	       10	       38
      1.0	        1	        1	        1	       11	       38
      1.0	        1	        1	        1	       12	       38
      1.0	        1	        1	        1	       13	       38
      1.0	        1	        1	        1	       14	       38
      1.0	        1	        1	        1	       15	       38
      1.0	        1	        1	        1	       16	       38
      1.0	        1	        1	        1	       17	       38
      1.0	        1	        1	        1	        0	       39
      1.0	        1	        1	        1	        1	       39
      1.0	        1	        1	        1	        2	       39
      1.0	        1	        1	        1	        3	       39
      1.0	        1	        1	        1	        4	       39
      1.0	        1	        1	        1	        5	       39
      1.0	        1	        1	        1	        6	       39
      1.0	        1	        1	        1	        7	       39
      1.0	        1	        1	        1	        8	       39
      1.0	        1	        1	        1	        9	       39
      1.0	        1	        1	        1	       10	       39
      1.0	        1	        1	        1	       11	       39
      1.0	        1	        1	        1	       12	       39
      1.0	        1	        1	        1	       13	       39
      1.0	        1	        1	        1	       14	       39
      1.0	        1	        1	        1	       15	       39
      1.0	        1	        1	        1	       16	       39
      1.0	        1	        1	        1	       17	       39
      1.0	        1	        1	        1	        0	       40
      1.0	        1	        1	        1	        1	       40
      1.0	        1	        1	        1	        2	       40
      1.0	        1	        1	        1	        3	       40
      1.0	        1	        1	        1	        4	       40
      1.0	        1	        1	        1	        5	       40
      1.0	        1	        1	        1	        6	       40
      1.0	        1	        1	        1	        7	       40
      1.0	        1	        1	        1	        8	       40
      1.0	        1	        1	        1	        9	       40
      1.0	        1	        1	        1	       10	       40
      1.0	        1	        1	        1	       11	       40
      1.0	        1	        1	        1	       12	       40
      1.0	        1	        1	        1	       13	       40
      1.0	        1	        1	        1	       14	       40
      1.0	        1	        1	        1	       15	       40
      1.0	        1	        1	        1	       16	       40
      1.0	        1	        1	        1	       17	       40
      1.0	        1	        1	        1	        0	       41
      1.0	        1	        1	        1	        1	       41
      1.0	        1	        1	        1	        2	       41
      1.0	        1	        1	        1	        3	       41
      1.0	        1	        1	        1	        4	       41
      1.0	        1	        1	        1	        5	       41
      1.0	        1	        1	        1	        6	       41
      1.0	        1	        1	        1	        7	       41
      1.0	        1	        1	        1	        8	       41
      1.0	        1	        1	        1	        9	       41
      1.0	        1	        1	        1	       10	       41
      1.0	        1	        1	        1	       11	       41
      1.0	        1	        1	        1	       12	       41
      1.0	        1	        1	        1	       13	       41
      1.0	        1	        1	        1	       14	       41
      1.0	        1	        1	        1	       15	       41
      1.0	        1	        1	        1	       16	       41
      1.0	        1	        1	        1	       17	       41
      1.0	        1	        1	        1	        0	       42
      1.0	        1	        1	        1	        1	       42
      1.0	        1	        1	        1	        2	       42
      1.0	        1	        1	        1	        3	       42
      1.0	        1	        1	        1	        4	       42
      1.0	        1	        1	        1	        5	       42
      1.0	        1	        1	        1	        6	       42
      1.0	        1	        1	        1	        7	       42
      1.0	        1	        1	        1	        8	       42
      1.0	        1	        1	        1	        9	       42
      1.0	        1	        1	        1	       10	       42
      1.0	        1	        1	        1	       11	       42
      1.0	        1	        1	        1	       12	       42
      1.0	        1	        1	        1	       13	       42
      1.0	        1	        1	        1	       14	       42
      1.0	        1	        1	        1	       15	       42
      1.0	        1	        1	        1	       16	       42
      1.0	        1	        1	        1	       17	       42
      1.0	        1	        1	        1	        0	       43
      1.0	        1	        1	        1	        1	       43
      1.0	        1	        1	        1	        2	       43
      1.0	        1	        1	        1	        3	       43
      1.0	        1	        1	        1	        4	       43
      1.0	        1	        1	        1	        5	       43
      1.0	        1	        1	        1	        6	       43
      1.0	        1	        1	        1	        7	       43
      1.0	        1	        1	        1	        8	       43
      1.0	        1	        1	        1	        9	       43
      1.0	        1	        1	        1	       10	       43
      1.0	        1	        1	        1	       11	       43
      1.0	        1	        1	        1	       12	       43
      1.0	        1	        1	        1	       13	       43
      1.0	        1	        1	        1	       14	       43
      1.0	        1	        1	        1	       15	       43
      1.0	        1	        1	        1	       16	       43
      1.0	        1	        1	        1	       17	       43
      1.0	        1	        1	        1	        0	       44
      1.0	        1	        1	        1	        1	       44
      1.0	        1	        1	        1	        2	       44
      1.0	        1	        1	        1	        3	       44
      1.0	        1	        1	        1	        4	       44
      1.0	        1	        1	        1	        5	       44
      1.0	        1	        1	        1	        6	       44
      1.0	        1	        1	        1	        7	       44
      1.0	        1	        1	        1	        8	       44
      1.0	        1	        1	        1	        9	       44
      1.0	        1	        1	        1	       10	       44
      1.0	        1	        1	        1	       11	       44
      1.0	        1	        1	        1	       12	       44
      1.0	        1	        1	        1	       13	       44
      1.0	        1	        1	        1	       14	       44
      1.0	        1	        1	        1	       15	       44
      1.0	        1	        1	        1	       16	       44
      1.0	        1	        1	        1	       17	       44
      1.0	        1	        1	        1	        0	       45
      1.0	        1	        1	        1	        1	       45
      1.0	        1	        1	        1	        2	       45
      1.0	        1	        1	        1	        3	       45
      1.0	        1	        1	        1	        4	       45
      1.0	        1	        1	        1	        5	       45
      1.0	        1	        1	        1	        6	       45
      1.0	        1	        1	        1	        7	       45
      1.0	        1	        1	        1	        8	       45
      1.0	        1	        1	        1	        9	       45
      1.0	        1	        1	        1	       10	       45
      1.0	        1	        1	        1	       11	       45
      1.0	        1	        1	        1	       12	       45
      1.0	        1	        1	        1	       13	       45
      1.0	        1	        1	        1	       14	       45
      1.0	        1	        1	        1	       15	       45
      1.0	        1	        1	        1	       16	       45
      1.0	        1	        1	        1	       17	       45
      1.0	        1	        1	        1	        0	       46
      1.0	        1	        1	        1	        1	       46
      1.0	        1	        1	        1	        2	       46
      1.0	        1	        1	        1	        3	       46
      1.0	        1	        1	        1	        4	       46
      1.0	        1	        1	        1	        5	       46
      1.0	        1	        1	        1	        6	       46
      1.0	        1	        1	        1	        7	       46
      1.0	        1	        1	        1	        8	       46
      1.0	        1	        1	        1	        9	       46
      1.0	        1	        1	        1	       10	       46
      1.0	        1	        1	        1	       11	       46
      1.0	        1	        1	        1	       12	       46
      1.0	        1	        1	        1	       13	       46
      1.0	        1	        1	        1	       14	       46
      1.0	        1	        1	        1	       15	       46
      1.0	        1	        1	        1	       16	       46
      1.0	        1	        1	        1	       17	       46
      1.0	        1	        1	        1	        0	       47
      1.0	        1	        1	        1	        1	       47
      1.0	        1	        1	        1	        2	       47
      1.0	        1	        1	        1	        3	       47
      1.0	        1	        1	        1	        4	       47
      1.0	        1	        1	        1	        5	       47
      1.0	        1	        1	        1	        6	       47
      1.0	        1	        1	        1	        7	       47
      1.0	        1	        1	        1	        8	       47
      1.0	        1	        1	        1	        9	       47
      1.0	        1	        1	        1	       10	       47
      1.0	        1	        1	        1	       11	       47
      1.0	        1	        1	        1	       12	       47
      1.0	        1	        1	        1	       13	       47
      1.0	        1	        1	        1	       14	       47
      1.0	        1	        1	        1	       15	       47
      1.0	        1	        1	        1	       16	       47
      1.0	        1	        1	        1	       17	       47
      1.0	        1	        1	        1	        0	       48
      1.0	        1	        1	        1	        1	       48
      1.0	        1	        1	        1	        2	       48
      1.0	        1	        1	        1	        3	       48
      1.0	        1	        1	        1	        4	       48
      1.0	        1	        1	        1	        5	       48
      1.0	        1	        1	        1	        6	       48
      1.0	        1	        1	        1	        7	       48
      1.0	        1	        1	        1	        8	       48
      1.0	        1	        1	        1	        9	       48
      1.0	        1	        1	        1	       10	       48
      1.0	        1	        1	        1	       11	       48
      1.0	        1	        1	        1	       12	       48
      1.0	        1	        1	        1	       13	       48
      1.0	        1	        1	        1	       14	       48
      1.0	        1	        1	        1	       15	       48
      1.0	        1	        1	        1	       16	       48
      1.0	        1	        1	        1	       17	       48
      1.0	        1	        1	        1	        0	       49
      1.0	        1	        1	        1	        1	       49
      1.0	        1	        1	        1	        2	       49
